city,admin_name,capital,population
"Labrador City, Canada",Newfoundland and Labrador,,9011.0
"Labrador, Philippines",Pangasinan,,26811.0
"Labrea, Brazil",Amazonas,minor,45448.0
"Labuan, Malaysia",Labuan,admin,95120.0
"Labuleng, China",Gansu,minor,22970.0
"Labutta, Burma",Ayeyarwady,,46170.0
"Labytnangi, Russia",Yamalo-Nenetskiy Avtonomnyy Okrug,,25969.0
"Lac des Oiseaux, Algeria",El Tarf,,9320.0
"Lac, Albania",Lezhë,,17086.0
"Lac-Brome, Canada",Quebec,,58889.0
"Lacarak, Serbia",,,10638.0
"Lacchiarella, Italy",Lombardy,,9055.0
"Lacey, United States",Washington,,57088.0
"Lachen, Switzerland",Schwyz,minor,8754.0
"Lachhmangarh Sikar, India",Rājasthān,,302956.0
"Lachhmipur, India",Bihār,,10688.0
"Lachute, Canada",Quebec,,14100.0
"Lacin, Azerbaijan",Laçın,admin,2190.0
"Lackawanna, United States",New York,,19779.0
"Lacombe, Canada",Alberta,,13396.0
"Laconia, United States",New Hampshire,,16982.0
"Ladainha, Brazil",Minas Gerais,minor,14383.0
"Ladan Kara, Kyrgyzstan",Jalal-Abad,,8886.0
"Ladario, Brazil",Mato Grosso do Sul,minor,21522.0
"Ladenburg, Germany",Baden-Württemberg,,12704.0
"Ladera Ranch, United States",California,,23609.0
"Ladhuka, India",Punjab,,9342.0
"Ladispoli, Italy",Lazio,,40658.0
"Ladkhed, India",Mahārāshtra,,25791.0
"Ladner, Canada",British Columbia,,23016.0
"Ladol, India",Gujarāt,,12106.0
"Ladson, United States",South Carolina,,16261.0
"Ladue, United States",Missouri,,8948.0
"Ladwa, India",Haryāna,,28887.0
"Lady Lake, United States",Florida,,16337.0
"Ladysmith, Canada",British Columbia,,11194.0
"Ladysmith, South Africa",KwaZulu-Natal,,64855.0
"Ladyzhyn, Ukraine",Vinnytska Oblast,,22459.0
"Lae, Papua New Guinea",Morobe,admin,100677.0
"Laeken, Belgium",Brussels-Capital Region,,60295.0
"Lafayette, United States",Louisiana,,231548.0
"Laferriere, Haiti",Grand’Anse,,16883.0
"Lafey, Kenya",Mandera,,83457.0
"Lafia, Nigeria",Nasarawa,admin,330712.0
"Lafrayta, Morocco",Marrakech-Safi,,11298.0
"Lagangilang, Philippines",Abra,,14914.0
"Lagarto, Brazil",Sergipe,minor,105221.0
"Lagawe, Philippines",Ifugao,admin,18876.0
"Lagbe, Benin",Plateau,,9138.0
"Lagdo, Cameroon",Nord,,28239.0
"Lage, Germany",North Rhine-Westphalia,,35311.0
"Laghouat, Algeria",Laghouat,admin,134372.0
"Laghzawna, Morocco",Casablanca-Settat,,10854.0
"Lagindingan, Philippines",Misamis Oriental,,26363.0
"Lagkadas, Greece",Kentrikí Makedonía,minor,37022.0
"Lago Ranco, Chile",Los Ríos,,9575.0
"Lago Vista, United States",Texas,,9341.0
"Lagoa Dourada, Brazil",Minas Gerais,minor,12769.0
"Lagoa Formosa, Brazil",Minas Gerais,minor,18904.0
"Lagoa Grande, Brazil",Pernambuco,minor,24088.0
"Lagoa Real, Brazil",Bahia,minor,14105.0
"Lagoa Santa, Brazil",Minas Gerais,minor,75145.0
"Lagoa Seca, Brazil",Paraíba,minor,27617.0
"Lagoa Vermelha, Brazil",Rio Grande do Sul,minor,27659.0
"Lagoa da Canoa, Brazil",Alagoas,minor,18457.0
"Lagoa da Confusao, Brazil",Tocantins,minor,15288.0
"Lagoa da Prata, Brazil",Minas Gerais,minor,52711.0
"Lagoa de Itaenga, Brazil",Pernambuco,minor,19003.0
"Lagoa do Carro, Brazil",Pernambuco,minor,17981.0
"Lagoa do Itaenga, Brazil",Pernambuco,,20659.0
"Lagoa do Mato, Brazil",Maranhão,minor,10572.0
"Lagoa do Ouro, Brazil",Pernambuco,minor,11933.0
"Lagoa dos Gatos, Brazil",Pernambuco,minor,14076.0
"Lagoa, Portugal",Faro,minor,22975.0
"Lagonglong, Philippines",Misamis Oriental,,24190.0
"Lagonoy, Philippines",Camarines Sur,,56714.0
"Lagos de Moreno, Mexico",Jalisco,minor,172402.0
"Lagos, Greece",Anatolikí Makedonía kai Thráki,,9730.0
"Lagos, Nigeria",Lagos,minor,16637000.0
"Lagos, Portugal",Faro,minor,31049.0
"Laguna Beach, United States",California,,22777.0
"Laguna Hills, United States",California,,30921.0
"Laguna Niguel, United States",California,,64023.0
"Laguna Paiva, Argentina",Santa Fe,,12334.0
"Laguna Salada, Dominican Republic",Cibao Noroeste,,23962.0
"Laguna Woods, United States",California,,17342.0
"Laguna de Duero, Spain",Castille-Leon,,22907.0
"Laguna, Brazil",Santa Catarina,minor,42785.0
"Lagunas, Chile",Tarapacá,,10.0
"Lagunia Raghukanth, India",Bihār,,9284.0
"Lagunia Surajkanth, India",Bihār,,14457.0
"Lahad Datu, Malaysia",Sabah,,199830.0
"Lahaina, United States",Hawaii,,11423.0
"Lahan, Nepal",,,102031.0
"Lahar, India",Madhya Pradesh,,37293.0
"Laharpur, India",Uttar Pradesh,,84000.0
"Lahat, Indonesia",Sumatera Selatan,minor,65906.0
"Laheji, India",Bihār,,9199.0
"Lahfayr, Morocco",Souss-Massa,,9256.0
"Lahij, Yemen",Laḩij,admin,30661.0
"Lahnstein, Germany",Rhineland-Palatinate,,18536.0
"Lahore, Pakistan",Punjab,admin,12306000.0
"Lahoysk, Belarus",Minskaya Voblasts’,minor,15565.0
"Lahra Muhabbat, India",Punjab,,11835.0
"Lahstedt, Germany",Lower Saxony,,10262.0
"Lahti, Finland",Päijät-Häme,admin,120809.0
"Lai Chau, Vietnam",Lai Châu,admin,42973.0
"Lai, Chad",Tandjilé,admin,20428.0
"Laibin, China",Guangxi,minor,2074611.0
"Laichingen, Germany",Baden-Württemberg,,12447.0
"Lainate, Italy",Lombardy,,26228.0
"Laindon, United Kingdom",Essex,,37175.0
"Laishevo, Russia",Tatarstan,,8604.0
"Laives, Italy",Trentino-Alto Adige,,18162.0
"Laiwu, China",Shandong,,1248636.0
"Laixi, China",Shandong,,720103.0
"Laiyang, China",Shandong,,794986.0
"Laiyuan, China",Hebei,minor,75701.0
"Laja, Chile",Biobío,,22288.0
"Lajas, Cuba",Cienfuegos,minor,22602.0
"Laje, Brazil",Bahia,minor,21052.0
"Lajeado, Brazil",Rio Grande do Sul,minor,97432.0
"Lajedo, Brazil",Pernambuco,minor,32209.0
"Lajes, Brazil",Santa Catarina,minor,164981.0
"Lajia, China",Qinghai,,12045.0
"Lajinha, Brazil",Minas Gerais,minor,20835.0
"Lajkovac, Serbia",Lajkovac,admin,15475.0
"Lajosmizse, Hungary",Bács-Kiskun,,11659.0
"Lakamane, Mali",Kayes,,15912.0
"Lakato, Madagascar",Toamasina,,21609.0
"Lakatoro, Vanuatu",Malampa,admin,705.0
"Lake Arbor, United States",Maryland,,14932.0
"Lake Arrowhead, United States",California,,10746.0
"Lake Barcroft, United States",Virginia,,10678.0
"Lake Butler, United States",Florida,,17242.0
"Lake Charles, United States",Louisiana,,145110.0
"Lake City, United States",Florida,,12404.0
"Lake Country, Canada",British Columbia,,15817.0
"Lake Elmo, United States",Minnesota,,12504.0
"Lake Elsinore, United States",California,,71516.0
"Lake Forest Park, United States",Washington,,13356.0
"Lake Forest, United States",California,,85846.0
"Lake Grove, United States",New York,,11050.0
"Lake Havasu City, United States",Arizona,,58037.0
"Lake Hiawatha, United States",New Jersey,,10406.0
"Lake Hopatcong, United States",New Jersey,,10383.0
"Lake Jackson, United States",Texas,,27902.0
"Lake Los Angeles, United States",California,,13479.0
"Lake Magdalene, United States",Florida,,31733.0
"Lake Mary, United States",Florida,,16724.0
"Lake Mohawk, United States",New Jersey,,9116.0
"Lake Monticello, United States",Virginia,,10820.0
"Lake Morton-Berrydale, United States",Washington,,10591.0
"Lake Norman of Catawba, United States",North Carolina,,12496.0
"Lake Oswego, United States",Oregon,,40367.0
"Lake Park, United States",Florida,,9005.0
"Lake Ridge, United States",Virginia,,45007.0
"Lake Ronkonkoma, United States",New York,,18289.0
"Lake Shore, United States",Maryland,,18263.0
"Lake St. Louis, United States",Missouri,,17538.0
"Lake Station, United States",Indiana,,13109.0
"Lake Stevens, United States",Washington,,39500.0
"Lake Stickney, United States",Washington,,15514.0
"Lake Tapps, United States",Washington,,12360.0
"Lake Villa, United States",Illinois,,8707.0
"Lake Wales, United States",Florida,,16365.0
"Lake Wylie, United States",South Carolina,,15177.0
"Lake Zurich, United States",Illinois,,19727.0
"Lake in the Hills, United States",Illinois,,28853.0
"Lakeland Highlands, United States",Florida,,11669.0
"Lakeland North, United States",Washington,,14664.0
"Lakeland South, United States",Washington,,12869.0
"Lakeland Village, United States",California,,11587.0
"Lakeland, United States",Florida,,290762.0
"Lakeshore, Canada",Ontario,,40410.0
"Lakeside, United States",Florida,,31548.0
"Lakeville, United States",Minnesota,,72480.0
"Lakeway, United States",Texas,,19130.0
"Lakewood Park, United States",Florida,,14077.0
"Lakewood Ranch, United States",Florida,,39434.0
"Lakewood, United States",Colorado,,156309.0
"Lakhanapuram, India",Andhra Pradesh,,8904.0
"Lakhaura, India",Bihār,,15164.0
"Lakhdaria, Algeria",Bouira,,59746.0
"Lakheri, India",Rājasthān,,29572.0
"Lakhipur, India",Assam,,16562.0
"Lakhminia, India",Bihār,,52328.0
"Lakhna, India",Bihār,,18667.0
"Lakhnadon, India",Madhya Pradesh,,18934.0
"Lakhnaur, India",Bihār,,17442.0
"Lakho, India",Bihār,,14493.0
"Lakhsetipet, India",Andhra Pradesh,,14332.0
"Lakinsk, Russia",Vladimirskaya Oblast’,,12861.0
"Lakkampatti, India",Tamil Nādu,,14570.0
"Lakkavaram, India",Andhra Pradesh,,12945.0
"Lakkireddipalle, India",Andhra Pradesh,,10303.0
"Lakkundi, India",Karnātaka,,14922.0
"Lakoucun, China",Zhejiang,,14016.0
"Lakri, India",Bihār,,11647.0
"Laksar, India",Uttarākhand,,50450.0
"Lakshmaneswaram, India",Andhra Pradesh,,18023.0
"Lakshmeshwar, India",Karnātaka,,36754.0
"Lakshmicharipara, Bangladesh",Chattogram,,25994.0
"Lakshminarayanapuram, India",Tamil Nādu,,12467.0
"Lakshmipur, Bangladesh",Chattogram,,83112.0
"Lakshmipuram, India",Tamil Nādu,,10000.0
"Lakshmipuro, India",Andhra Pradesh,,10000.0
"Lal Khatanga, India",Jhārkhand,,15400.0
"Lal-lo, Philippines",Cagayan,,48733.0
"Lala Musa, Pakistan",Punjab,,67283.0
"Lala, India",Assam,,13556.0
"Lala, Philippines",Lanao del Norte,,73425.0
"Lalam, India",Kerala,,8571.0
"Lalejin, Iran",Hamadān,,14916.0
"Lalganj, India",Bihār,,39432.0
"Lalgola, India",West Bengal,,31698.0
"Lalgudi, India",Tamil Nādu,,23740.0
"Lalian, Pakistan",Punjab,,52542.0
"Lalibela, Ethiopia",Āmara,,17367.0
"Laligam, India",Tamil Nādu,,9667.0
"Lalin, Spain",Galicia,,20277.0
"Lalitpur, India",Uttar Pradesh,,133305.0
"Lalla Mimouna, Morocco",Rabat-Salé-Kénitra,,19843.0
"Lalmanirhat, Bangladesh",Rangpur,,60322.0
"Lalmatie, Mauritius",Flacq,,11910.0
"Lalmunia Munhara, India",Bihār,,10026.0
"Lalo, Benin",Couffo,,119926.0
"Lalru, India",Punjab,,25000.0
"Lalsaraia, India",Bihār,,11073.0
"Lam Luk Ka, Thailand",Pathum Thani,minor,15881.0
"Lam Tin, Hong Kong",,,131000.0
"Lamacaes, Portugal",Braga,,13054.0
"Lamas, Peru",San Martín,,16871.0
"Lamballe, France",Bretagne,,12579.0
"Lambarene, Gabon",Moyen-Ogooué,admin,38775.0
"Lambari, Brazil",Minas Gerais,minor,20414.0
"Lambarkiyine, Morocco",Casablanca-Settat,,8863.0
"Lambayeque, Peru",Lambayeque,,58276.0
"Lambersart, France",Hauts-de-France,,27105.0
"Lambertville, United States",Michigan,,9708.0
"Lambesc, France",Provence-Alpes-Côte d’Azur,,9951.0
"Lambeth, United Kingdom",Lambeth,,9675.0
"Lambidou, Mali",Kayes,,14947.0
"Lambton Shores, Canada",Ontario,,10631.0
"Lambunao, Philippines",Iloilo,,81236.0
"Lamego, Portugal",Viseu,minor,26691.0
"Lamerd, Iran",Fārs,minor,29380.0
"Lamesa, United States",Texas,,8527.0
"Lamhadi, Morocco",Marrakech-Safi,,10651.0
"Lami, Fiji",Rewa,,20529.0
"Lamia, Greece",Stereá Elláda,admin,47529.0
"Lamitan, Philippines",Basilan,,100150.0
"Lamont, United States",California,,13481.0
"Lamorlaye, France",Hauts-de-France,,9097.0
"Lamosina, Madagascar",Fianarantsoa,,11534.0
"Lampa, Chile",Región Metropolitana,,37599.0
"Lampa, Peru",Puno,,14780.0
"Lampang, Thailand",Lampang,admin,58074.0
"Lampertheim, Germany",Hesse,,33053.0
"Lamphun, Thailand",Lamphun,admin,12595.0
"Lamrasla, Morocco",Marrakech-Safi,,17997.0
"Lamsabih, Morocco",Marrakech-Safi,,10443.0
"Lamu, Kenya",Lamu,admin,25385.0
"Lamut, Philippines",Ifugao,,26235.0
"Lamwo, Uganda",Lamwo,admin,
"Lamzoudia, Morocco",Marrakech-Safi,,27004.0
"Lana, Italy",Trentino-Alto Adige,,12477.0
"Lanaken, Belgium",Flanders,,25818.0
"Lanark, United Kingdom",South Lanarkshire,,9050.0
"Lancaster, United Kingdom",Lancashire,,52660.0
"Lancaster, United States",Pennsylvania,,408023.0
"Lanciano, Italy",Abruzzo,,33944.0
"Lancing, United Kingdom",West Sussex,,19357.0
"Lanco, Chile",Araucanía,,8521.0
"Lancon-Provence, France",Provence-Alpes-Côte d’Azur,,9627.0
"Lancut, Poland",Podkarpackie,minor,17768.0
"Land O' Lakes, United States",Florida,,41845.0
"Landau an der Isar, Germany",Bavaria,,14402.0
"Landau, Germany",Rhineland-Palatinate,minor,48341.0
"Landazuri, Colombia",Santander,minor,15395.0
"Landecy, Switzerland",Genève,,31942.0
"Landeh, Iran",Kohgīlūyeh va Bowyer Aḩmad,minor,12772.0
"Landen, Belgium",Flanders,,15961.0
"Landerneau, France",Bretagne,,16327.0
"Landgraaf, Netherlands",Limburg,minor,37262.0
"Landhaura, India",Uttarākhand,,28786.0
"Landi Kotal, Pakistan",Khyber Pakhtunkhwa,,33697.0
"Landivisiau, France",Bretagne,,9197.0
"Landover, United States",Maryland,,24558.0
"Landquart, Switzerland",Graubünden,,8849.0
"Landsberg, Germany",Bavaria,minor,29739.0
"Landshut, Germany",Bavaria,minor,75272.0
"Landskrona, Sweden",Skåne,minor,33372.0
"Landsmeer, Netherlands",Noord-Holland,minor,11565.0
"Landupdih, India",Jhārkhand,,8568.0
"Lanester, France",Bretagne,,23188.0
"Lang Son, Vietnam",Lạng Sơn,admin,200108.0
"Lang Suan, Thailand",Chumphon,minor,11250.0
"Langar, Tajikistan",Sughd,,9666.0
"Langarivo, Madagascar",Antsiranana,,11326.0
"Langarud, Iran",Gīlān,minor,79445.0
"Langdu, China",Yunnan,,26467.0
"Langedijk, Netherlands",Noord-Holland,,27992.0
"Langeloop, South Africa",Mpumalanga,,11122.0
"Langelsheim, Germany",Lower Saxony,,14960.0
"Langen, Germany",Hesse,,40009.0
"Langenau, Germany",Baden-Württemberg,,15792.0
"Langenberg, Germany",North Rhine-Westphalia,,15717.0
"Langenfeld, Germany",North Rhine-Westphalia,,59908.0
"Langenhagen, Germany",Lower Saxony,,55746.0
"Langenselbold, Germany",Hesse,,14630.0
"Langenthal, Switzerland",Bern,,15624.0
"Langenzenn, Germany",Bavaria,,10924.0
"Langerwehe, Germany",North Rhine-Westphalia,,15030.0
"Langfang, China",Hebei,minor,4358839.0
"Langford Station, Canada",British Columbia,,46584.0
"Langgons, Germany",Hesse,,11817.0
"Langhirano, Italy",Emilia-Romagna,,10765.0
"Langhnaj, India",Gujarāt,,9363.0
"Langley Park, United States",Maryland,,22057.0
"Langley, Canada",British Columbia,,28963.0
"Langnau, Switzerland",Bern,minor,9366.0
"Langrucun, China",Xinjiang,,16505.0
"Langsa, Indonesia",Aceh,,178334.0
"Langtang, China",Hunan,,56000.0
"Languyan, Philippines",Tawi-Tawi,,37096.0
"Langwedel, Germany",Lower Saxony,,14729.0
"Langzhong, China",Sichuan,minor,622667.0
"Lanham, United States",Maryland,,11956.0
"Lanivo, Madagascar",Fianarantsoa,,9000.0
"Lanji, India",Madhya Pradesh,,14923.0
"Lankaran, Azerbaijan",Lənkəran,admin,51300.0
"Lanling, China",Guangdong,,25043.0
"Lannion, France",Bretagne,minor,20525.0
"Lanquin, Guatemala",Alta Verapaz,minor,26551.0
"Lansdale, United States",Pennsylvania,,18865.0
"Lansdowne, United States",Virginia,,12603.0
"Lansing, United States",Michigan,admin,318001.0
"Lanskroun, Czechia",Pardubický Kraj,,9849.0
"Lanta, Benin",Couffo,,9129.0
"Lantana, United States",Texas,,12583.0
"Lantapan, Philippines",Bukidnon,,65974.0
"Lanus, Argentina",Buenos Aires,minor,459263.0
"Lanuvio, Italy",Lazio,,12858.0
"Lanuza, Philippines",Surigao del Sur,,13642.0
"Lanxi, China",Zhejiang,,560514.0
"Lanyi, China",Shanxi,minor,38431.0
"Lanzhou, China",Gansu,admin,3067141.0
"Lao Cai, Vietnam",Lào Cai,admin,130671.0
"Laoac East, Philippines",Pangasinan,,34128.0
"Laoag, Philippines",Ilocos Norte,admin,111651.0
"Laoang, Philippines",Northern Samar,,60607.0
"Laoaoba, China",Guizhou,,28595.0
"Laohekou, China",Hubei,,420495.0
"Laojiezi, China",Yunnan,minor,27580.0
"Laon, France",Hauts-de-France,minor,24066.0
"Lapa, Brazil",Paraná,minor,45003.0
"Lapanga, India",Jhārkhand,,9708.0
"Lapao, Brazil",Bahia,minor,24727.0
"Lapeer, United States",Michigan,,9053.0
"Lapinig, Philippines",Northern Samar,,11844.0
"Lapinlahti, Finland",Pohjois-Savo,minor,8975.0
"Laplace, United States",Louisiana,,28480.0
"Lapovo, Serbia",Lapovo,admin,7143.0
"Lappeenranta, Finland",Etelä-Karjala,admin,72959.0
"Lappersdorf, Germany",Bavaria,,13524.0
"Lapseki, Turkey",Çanakkale,minor,14984.0
"Lapu-Lapu City, Philippines",Lapu-Lapu,admin,497604.0
"Lapua, Finland",Etelä-Pohjanmaa,minor,14024.0
"Lapuyan, Philippines",Zamboanga del Sur,,27737.0
"Lapy, Poland",Podlaskie,,14790.0
"Laqraqra, Morocco",Marrakech-Safi,,10493.0
"Laqtah, Qatar",Ash Shīḩānīyah,,198600.0
"Lara, Australia",Victoria,,15772.0
"Larache, Morocco",Tanger-Tétouan-Al Hoceïma,,133731.0
"Laramie, United States",Wyoming,,31848.0
"Laranja da Terra, Brazil",Espírito Santo,minor,10826.0
"Laranjal Paulista, Brazil",São Paulo,minor,26261.0
"Laranjeira, Portugal",Setúbal,,20988.0
"Laranjeiras do Sul, Brazil",Paraná,minor,32227.0
"Laranjeiras, Brazil",Sergipe,minor,23975.0
"Larantuka, Indonesia",Nusa Tenggara Timur,minor,41642.0
"Larbert, United Kingdom",Falkirk,,11050.0
"Lardero, Spain",La Rioja,,11658.0
"Laredo, Spain",Cantabria,,10752.0
"Laredo, United States",Texas,,255949.0
"Laren, Netherlands",Noord-Holland,minor,11400.0
"Larena, Philippines",Siquijor,,14454.0
"Largo, United States",Florida,,82506.0
"Largs, United Kingdom",North Ayrshire,,11260.0
"Lari, Italy",Tuscany,,8738.0
"Lariano, Italy",Lazio,,13212.0
"Larisa, Greece",Thessalía,admin,112777.0
"Larkana, Pakistan",Sindh,minor,490508.0
"Larkfield-Wikiup, United States",California,,8861.0
"Larkhall, United Kingdom",South Lanarkshire,,14740.0
"Larkspur, United States",California,,12856.0
"Larnaca, Cyprus",Lárnaka,admin,90419.0
"Larne, United Kingdom",Mid and East Antrim,,18853.0
"Larreynaga, Nicaragua",León,,27898.0
"Larvik, Norway",Vestfold og Telemark,,24647.0
"Laryak, Russia",Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,10.0
"Las Brenas, Argentina",Chaco,minor,22953.0
"Las Cabezas de San Juan, Spain",Andalusia,,16410.0
"Las Cabras, Chile",Libertador General Bernardo O’Higgins,,24640.0
"Las Charcas, Dominican Republic",Valdesia,,11243.0
"Las Condes, Chile",Región Metropolitana,,249893.0
"Las Cruces, Guatemala",Petén,,39188.0
"Las Cruces, United States",New Mexico,,142432.0
"Las Delicias, Mexico",Chihuahua,,
"Las Flores, Argentina",Buenos Aires,minor,26651.0
"Las Guaranas, Dominican Republic",Cibao Nordeste,,14661.0
"Las Heras, Argentina",Mendoza,minor,189067.0
"Las Lajas, Argentina",Neuquén,minor,6215.0
"Las Lomitas, Argentina",Formosa,,12399.0
"Las Maravillas, Mexico",Chiapas,,141027.0
"Las Margaritas, Mexico",Chiapas,minor,24326.0
"Las Matas de Farfan, Dominican Republic",El Valle,,44163.0
"Las Matas de Santa Cruz, Dominican Republic",Cibao Noroeste,,10559.0
"Las Mercedes, Venezuela",Guárico,minor,33025.0
"Las Navas, Philippines",Northern Samar,,36621.0
"Las Nieves, Philippines",Agusan del Norte,,30240.0
"Las Palmas, Spain",Canary Islands,admin,635000.0
"Las Parejas, Argentina",Santa Fe,,12375.0
"Las Piedras, Uruguay",Canelones,,71268.0
"Las Pinas City, Philippines",Las Piñas,,606293.0
"Las Rosas, Argentina",Santa Fe,minor,13068.0
"Las Rosas, Mexico",Chiapas,minor,28829.0
"Las Rozas de Madrid, Spain",Madrid,,98590.0
"Las Tablas, Panama",Los Santos,admin,9255.0
"Las Terrenas, Dominican Republic",Cibao Nordeste,,18829.0
"Las Torres de Cotillas, Spain",Andalusia,,22406.0
"Las Tunas, Cuba",Las Tunas,admin,202105.0
"Las Vegas, United States",Nevada,,2256509.0
"Las Veredas, Mexico",Baja California Sur,,10478.0
"Las Vigas de Ramirez, Mexico",Veracruz,minor,20300.0
"Lasam, Philippines",Cagayan,,41225.0
"Lascano, Uruguay",Rocha,,7645.0
"Lashio, Burma",Shan State,,149423.0
"Lashkar Gah, Afghanistan",Helmand,admin,276831.0
"Lasht-e Nesha, Iran",Gīlān,,10539.0
"Lask, Poland",Łódzkie,minor,16576.0
"Lasko, Slovenia",Laško,admin,3288.0
"Lastra a Signa, Italy",Tuscany,,19589.0
"Lata, Solomon Islands",Temotu,admin,553.0
"Latacunga, Ecuador",Cotopaxi,admin,77267.0
"Latakia, Syria",Al Lādhiqīyah,admin,700000.0
"Latauna, India",Bihār,,22968.0
"Latehar, India",Jhārkhand,,25188.0
"Laterza, Italy",Puglia,,14771.0
"Latham, United States",New York,,14327.0
"Lathasepura, India",Bihār,,11205.0
"Lathi, India",Gujarāt,,21173.0
"Lathrop, United States",California,,32696.0
"Latiano, Italy",Puglia,,13563.0
"Latifpur, Bangladesh",Dhaka,,16857.0
"Latina, Italy",Lazio,minor,127564.0
"Latisana, Italy",Friuli Venezia Giulia,,13133.0
"Latsia, Cyprus",Lefkosía,,16774.0
"Latteri, India",Tamil Nādu,,9692.0
"Lattes, France",Occitanie,,17592.0
"Lauaan, Philippines",Antique,,26580.0
"Laualagaon, India",Bihār,,18646.0
"Laubach, Germany",Hesse,,9775.0
"Lauchhammer, Germany",Brandenburg,,13951.0
"Lauda-Konigshofen, Germany",Baden-Württemberg,,14596.0
"Lauderdale Lakes, United States",Florida,,35924.0
"Lauderhill, United States",Florida,,73961.0
"Lauenburg, Germany",Schleswig-Holstein,,11855.0
"Lauf, Germany",Bavaria,minor,26413.0
"Laufenburg (Baden), Germany",Baden-Württemberg,,9182.0
"Lauffen am Neckar, Germany",Baden-Württemberg,,11863.0
"Laughlin, United States",Nevada,,8643.0
"Lauingen, Germany",Bavaria,,11445.0
"Laukaa, Finland",Keski-Suomi,minor,18762.0
"Laukaha, India",Bihār,,17730.0
"Laukaria, India",Bihār,,11202.0
"Launaguet, France",Occitanie,,9216.0
"Launceston, Australia",Tasmania,,80943.0
"Launceston, United Kingdom",Cornwall,,10247.0
"Laungowal, India",Punjab,,42346.0
"Laupheim, Germany",Baden-Württemberg,,23044.0
"Laur, Philippines",Nueva Ecija,,38263.0
"Laurel, Philippines",Batangas,,43210.0
"Laurel, United States",Maryland,,29594.0
"Laurens, United States",South Carolina,,9307.0
"Laurentian Valley, Canada",Ontario,,9450.0
"Laurentides, Canada",Quebec,,15768.0
"Lauri, India",Madhya Pradesh,,26621.0
"Lauria Inferiore, Italy",Basilicata,,11882.0
"Laurinburg, United States",North Carolina,,15079.0
"Lauriya Nandangarh, India",Bihār,,12207.0
"Lauro Muller, Brazil",Santa Catarina,minor,14381.0
"Lauro de Freitas, Brazil",Bahia,minor,113543.0
"Lausanne, Switzerland",Vaud,admin,141418.0
"Lautaro, Chile",Araucanía,,34268.0
"Lauterach, Austria",Vorarlberg,,10028.0
"Lauterbach, Germany",Hesse,minor,13883.0
"Lautoka, Fiji",Ba,,52220.0
"Lavagna, Italy",Liguria,,12296.0
