city,latitude,longitude,dateTime,month_num,year,aqi_chn_mep,aqi_ind_cpcb,aqi_kor_airkorea,aqi_tha_pcd,aqi_uaqi,region_code,category,dominantPollutant,co,nh3,nmhc,no,no2,o3,pm10,pm25,so2,has_any_aqi,n_pollutants_present,clim_avg_rel_humidity_pct,clim_daily_mean_c,clim_mean_daily_max_c,clim_mean_daily_min_c,clim_mean_monthly_sunshine_hours,clim_record_high_c,clim_record_low_c,_merge,citycat_admin_name,citycat_capital,citycat_population,_merge_citycat
"Beijing, China",39.9042,116.4074,2025-11-16 22:00:00+00:00,11,2025,22.0,,,,83.0,cn,Excellent air quality,o3,260.52,,,,2.6,21.87,16.76,3.0,0.92,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-16 23:00:00+00:00,11,2025,22.0,,,,83.0,cn,Excellent air quality,o3,260.52,,,,2.93,21.68,16.17,3.0,0.69,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 00:00:00+00:00,11,2025,22.0,,,,83.0,cn,Excellent air quality,o3,260.52,,,,2.47,22.02,15.94,3.0,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 01:00:00+00:00,11,2025,21.0,,,,83.0,cn,Excellent air quality,o3,260.52,,,,2.47,22.02,15.94,3.0,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 02:00:00+00:00,11,2025,21.0,,,,83.0,cn,Excellent air quality,o3,275.88,,,,3.07,21.26,18.75,3.0,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 03:00:00+00:00,11,2025,21.0,,,,83.0,cn,Excellent air quality,o3,275.88,,,,3.07,21.26,18.75,3.0,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 04:00:00+00:00,11,2025,21.0,,,,83.0,cn,Excellent air quality,o3,275.9,,,,2.42,22.28,18.99,3.0,0.84,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 05:00:00+00:00,11,2025,21.0,,,,82.0,cn,Excellent air quality,pm10,260.77,,,,2.31,22.57,20.15,3.0,0.84,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 06:00:00+00:00,11,2025,21.0,,,,81.0,cn,Excellent air quality,pm10,245.92,,,,2.17,23.29,21.75,3.0,0.86,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 07:00:00+00:00,11,2025,21.0,,,,81.0,cn,Excellent air quality,o3,192.33,,,,2.38,24.29,19.35,3.0,1.16,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 08:00:00+00:00,11,2025,22.0,,,,81.0,cn,Excellent air quality,o3,172.88,,,,2.48,24.39,19.75,3.0,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 09:00:00+00:00,11,2025,22.0,,,,80.0,cn,Excellent air quality,pm10,154.84,,,,2.1,24.28,22.69,3.6,1.16,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 10:00:00+00:00,11,2025,22.0,,,,81.0,cn,Excellent air quality,o3,154.84,,,,3.22,24.18,21.13,3.6,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 11:00:00+00:00,11,2025,23.0,,,,82.0,cn,Excellent air quality,o3,154.84,,,,4.08,23.15,19.82,4.44,1.46,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 12:00:00+00:00,11,2025,23.0,,,,83.0,cn,Excellent air quality,pm10,186.69,,,,5.45,21.76,19.67,5.81,0.92,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 13:00:00+00:00,11,2025,22.0,,,,81.0,cn,Excellent air quality,pm10,221.58,,,,6.35,20.8,21.57,6.7,0.92,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 14:00:00+00:00,11,2025,22.0,,,,83.0,cn,Excellent air quality,pm10,221.58,,,,6.36,20.17,19.64,6.34,0.92,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 15:00:00+00:00,11,2025,21.0,,,,83.0,cn,Excellent air quality,pm10,186.57,,,,6.1,20.42,19.24,6.2,0.93,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 16:00:00+00:00,11,2025,21.0,,,,84.0,cn,Excellent air quality,o3,186.57,,,,6.79,20.08,16.66,6.0,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 17:00:00+00:00,11,2025,20.0,,,,84.0,cn,Excellent air quality,o3,186.45,,,,6.23,20.58,14.45,6.0,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 18:00:00+00:00,11,2025,20.0,,,,84.0,cn,Excellent air quality,o3,186.45,,,,6.23,20.58,14.45,6.0,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 19:00:00+00:00,11,2025,20.0,,,,82.0,cn,Excellent air quality,o3,149.66,,,,3.96,23.08,12.81,6.07,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 20:00:00+00:00,11,2025,20.0,,,,82.0,cn,Excellent air quality,o3,149.65,,,,4.06,23.51,12.55,7.26,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 21:00:00+00:00,11,2025,21.0,,,,81.0,cn,Excellent air quality,o3,169.11,,,,4.2,23.69,11.51,8.67,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 22:00:00+00:00,11,2025,21.0,,,,82.0,cn,Excellent air quality,o3,148.95,,,,5.37,22.66,11.78,9.74,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-17 23:00:00+00:00,11,2025,21.0,,,,82.0,cn,Excellent air quality,pm25,183.09,,,,6.77,20.36,11.13,11.02,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 00:00:00+00:00,11,2025,20.0,,,,80.0,cn,Excellent air quality,pm25,180.97,,,,8.47,16.6,12.86,12.39,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 01:00:00+00:00,11,2025,20.0,,,,88.0,cn,Excellent air quality,pm10,235.28,,,,12.41,12.91,13.81,7.14,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 02:00:00+00:00,11,2025,18.0,,,,83.0,cn,Excellent air quality,pm10,317.72,,,,14.6,10.66,18.89,9.0,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 03:00:00+00:00,11,2025,17.0,,,,77.0,cn,Good air quality,pm10,396.76,,,,15.09,11.87,25.91,7.29,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 04:00:00+00:00,11,2025,17.0,,,,83.0,cn,Excellent air quality,pm10,271.17,,,,8.91,21.4,19.49,7.29,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 05:00:00+00:00,11,2025,17.0,,,,80.0,cn,Excellent air quality,o3,202.0,,,,5.1,25.38,19.28,5.75,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 06:00:00+00:00,11,2025,18.0,,,,77.0,cn,Good air quality,o3,237.02,,,,2.8,28.88,21.95,4.74,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 07:00:00+00:00,11,2025,19.0,,,,76.0,cn,Good air quality,o3,219.68,,,,2.8,30.41,23.61,5.72,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 08:00:00+00:00,11,2025,21.0,,,,75.0,cn,Good air quality,o3,149.64,,,,3.31,31.53,24.0,6.48,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 09:00:00+00:00,11,2025,23.0,,,,75.0,cn,Good air quality,o3,149.64,,,,2.9,31.7,24.8,6.85,1.01,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 10:00:00+00:00,11,2025,25.0,,,,76.0,cn,Good air quality,o3,184.65,,,,5.15,30.88,24.74,7.04,0.93,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 11:00:00+00:00,11,2025,28.0,,,,77.0,cn,Good air quality,o3,149.64,,,,6.64,28.64,24.2,7.39,0.93,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 12:00:00+00:00,11,2025,28.0,,,,75.0,cn,Good air quality,pm10,236.14,,,,12.02,22.45,28.2,9.44,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 13:00:00+00:00,11,2025,27.0,,,,72.0,cn,Good air quality,pm10,287.64,,,,15.08,16.64,31.77,11.28,0.78,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 14:00:00+00:00,11,2025,24.0,,,,67.0,cn,Good air quality,pm10,372.75,,,,21.55,9.48,36.95,14.71,0.92,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 15:00:00+00:00,11,2025,22.0,,,,62.0,cn,Good air quality,pm10,424.39,,,,23.77,7.86,42.12,17.36,0.84,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 16:00:00+00:00,11,2025,26.0,,,,58.0,cn,Moderate air quality,pm10,616.57,,,,27.86,5.49,49.02,20.59,0.92,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 17:00:00+00:00,11,2025,30.0,,,,51.0,cn,Moderate air quality,pm10,534.3,,,,32.95,2.13,64.24,28.87,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 18:00:00+00:00,11,2025,31.0,,,,50.0,cn,Moderate air quality,pm10,555.94,,,,33.17,1.24,67.48,33.75,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 19:00:00+00:00,11,2025,31.0,,,,49.0,cn,Moderate air quality,pm25,651.23,,,,33.72,1.02,66.83,35.17,1.46,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 20:00:00+00:00,11,2025,33.0,,,,50.0,cn,Moderate air quality,pm25,594.72,,,,32.53,0.73,66.62,34.84,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 21:00:00+00:00,11,2025,35.0,,,,53.0,cn,Moderate air quality,pm25,518.65,,,,31.28,1.08,59.55,31.55,1.0,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 22:00:00+00:00,11,2025,37.0,,,,63.0,cn,Good air quality,pm10,444.01,,,,26.4,4.0,41.06,20.84,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-18 23:00:00+00:00,11,2025,39.0,,,,64.0,cn,Good air quality,pm10,463.48,,,,24.06,3.58,39.78,20.45,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 00:00:00+00:00,11,2025,41.0,,,,61.0,cn,Good air quality,pm10,589.41,,,,27.67,1.49,43.59,21.57,1.17,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 01:00:00+00:00,11,2025,42.0,,,,65.0,cn,Good air quality,pm10,627.6,,,,29.78,1.68,38.91,19.91,1.25,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 02:00:00+00:00,11,2025,44.0,,,,66.0,cn,Good air quality,pm10,620.75,,,,26.1,4.64,38.33,18.56,1.4,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 03:00:00+00:00,11,2025,44.0,,,,67.0,cn,Good air quality,pm10,487.66,,,,19.66,9.29,36.78,16.73,1.62,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 04:00:00+00:00,11,2025,45.0,,,,69.0,cn,Good air quality,pm10,408.57,,,,14.33,18.05,34.71,14.31,2.15,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 05:00:00+00:00,11,2025,45.0,,,,67.0,cn,Good air quality,pm10,356.32,,,,14.18,21.06,37.14,14.29,2.07,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 06:00:00+00:00,11,2025,47.0,,,,65.0,cn,Good air quality,pm10,344.5,,,,18.93,19.77,38.81,16.1,1.55,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 07:00:00+00:00,11,2025,48.0,,,,66.0,cn,Good air quality,pm10,257.74,,,,16.98,22.43,37.81,16.33,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 08:00:00+00:00,11,2025,50.0,,,,68.0,cn,Good air quality,pm10,242.23,,,,14.47,26.23,35.87,15.95,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 09:00:00+00:00,11,2025,51.0,,,,63.0,cn,Good air quality,pm10,207.09,,,,13.68,27.74,40.77,18.99,1.23,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 10:00:00+00:00,11,2025,52.0,,,,58.0,cn,Moderate air quality,pm10,221.77,,,,15.77,27.68,47.53,23.41,1.16,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 11:00:00+00:00,11,2025,53.0,,,,56.0,cn,Moderate air quality,pm10,257.51,,,,20.09,21.83,52.98,27.18,1.16,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 12:00:00+00:00,11,2025,54.0,,,,52.0,cn,Moderate air quality,pm25,308.75,,,,25.01,15.98,61.11,32.36,1.08,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 13:00:00+00:00,11,2025,56.0,,,,43.0,cn,Moderate air quality,pm25,396.07,,,,31.49,10.23,76.79,41.16,1.14,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 14:00:00+00:00,11,2025,57.0,,,,38.0,cn,Low air quality,pm25,416.37,,,,36.47,6.56,87.62,48.33,1.23,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 15:00:00+00:00,11,2025,59.0,,,,37.0,cn,Low air quality,pm25,596.18,,,,39.61,2.76,94.33,53.65,1.38,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 16:00:00+00:00,11,2025,60.0,,,,37.0,cn,Low air quality,pm25,596.18,,,,39.61,2.76,94.33,53.65,1.38,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 17:00:00+00:00,11,2025,60.0,,,,42.0,cn,Moderate air quality,pm25,496.3,,,,30.6,7.18,72.26,42.07,1.47,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 18:00:00+00:00,11,2025,58.0,,,,65.0,cn,Good air quality,pm10,335.45,,,,18.21,14.52,38.78,20.24,1.23,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 19:00:00+00:00,11,2025,57.0,,,,65.0,cn,Good air quality,pm10,335.45,,,,18.21,14.52,38.78,20.24,1.23,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 20:00:00+00:00,11,2025,54.0,,,,83.0,cn,Excellent air quality,o3,117.28,,,,9.06,21.74,13.85,3.0,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 22:00:00+00:00,11,2025,50.0,,,,82.0,cn,Excellent air quality,o3,116.6,,,,8.23,22.76,10.41,3.84,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-19 23:00:00+00:00,11,2025,49.0,,,,82.0,cn,Excellent air quality,o3,117.28,,,,7.24,23.5,9.8,3.5,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 00:00:00+00:00,11,2025,47.0,,,,81.0,cn,Excellent air quality,o3,152.29,,,,7.06,23.96,9.44,3.0,1.24,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 01:00:00+00:00,11,2025,45.0,,,,81.0,cn,Excellent air quality,o3,166.99,,,,7.84,24.03,11.58,3.0,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 02:00:00+00:00,11,2025,43.0,,,,82.0,cn,Excellent air quality,o3,166.99,,,,8.61,23.06,13.84,3.0,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 03:00:00+00:00,11,2025,42.0,,,,82.0,cn,Excellent air quality,o3,186.44,,,,8.66,23.02,15.43,5.28,1.4,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 04:00:00+00:00,11,2025,41.0,,,,80.0,cn,Excellent air quality,o3,186.44,,,,7.24,25.2,14.79,3.5,1.4,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 05:00:00+00:00,11,2025,40.0,,,,78.0,cn,Good air quality,o3,167.67,,,,5.61,27.78,14.01,3.0,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 06:00:00+00:00,11,2025,39.0,,,,76.0,cn,Good air quality,o3,167.67,,,,4.47,29.95,13.6,3.0,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 07:00:00+00:00,11,2025,38.0,,,,75.0,cn,Good air quality,o3,153.7,,,,4.36,31.43,13.18,3.04,1.31,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 08:00:00+00:00,11,2025,37.0,,,,73.0,cn,Good air quality,o3,135.67,,,,3.79,33.87,13.0,3.03,1.09,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 09:00:00+00:00,11,2025,36.0,,,,72.0,cn,Good air quality,o3,135.59,,,,3.71,35.85,12.32,3.06,0.93,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 10:00:00+00:00,11,2025,35.0,,,,72.0,cn,Good air quality,o3,135.14,,,,4.8,35.84,14.12,3.96,0.93,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 11:00:00+00:00,11,2025,33.0,,,,75.0,cn,Good air quality,o3,172.82,,,,8.31,32.16,21.69,7.91,0.93,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 12:00:00+00:00,11,2025,32.0,,,,70.0,cn,Good air quality,pm10,224.98,,,,14.72,25.38,33.36,14.08,0.84,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 13:00:00+00:00,11,2025,31.0,,,,51.0,cn,Moderate air quality,pm10,312.45,,,,19.52,24.44,63.91,24.3,1.45,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 14:00:00+00:00,11,2025,30.0,,,,43.0,cn,Moderate air quality,pm25,347.61,,,,23.35,21.83,79.15,41.43,1.61,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 15:00:00+00:00,11,2025,30.0,,,,39.0,cn,Low air quality,pm25,399.98,,,,26.04,18.6,89.1,47.75,1.61,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 16:00:00+00:00,11,2025,30.0,,,,36.0,cn,Low air quality,pm25,434.94,,,,27.49,18.25,95.57,57.5,1.84,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 17:00:00+00:00,11,2025,31.0,,,,32.0,cn,Low air quality,pm25,434.94,,,,27.49,18.25,109.91,69.03,1.84,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 18:00:00+00:00,11,2025,35.0,,,,28.0,cn,Low air quality,pm25,455.18,,,,30.07,12.0,124.16,82.55,1.99,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 19:00:00+00:00,11,2025,39.0,,,,26.0,cn,Low air quality,pm25,487.29,,,,25.16,6.91,129.17,89.49,1.54,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 20:00:00+00:00,11,2025,43.0,,,,25.0,cn,Low air quality,pm25,490.23,,,,20.93,3.77,129.5,90.68,1.38,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 21:00:00+00:00,11,2025,48.0,,,,25.0,cn,Low air quality,pm25,524.54,,,,18.33,1.76,131.5,92.02,1.45,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 22:00:00+00:00,11,2025,51.0,,,,24.0,cn,Low air quality,pm25,653.71,,,,21.83,1.66,133.6,94.14,1.39,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
"Beijing, China",39.9042,116.4074,2025-11-20 23:00:00+00:00,11,2025,54.0,,,,26.0,cn,Low air quality,pm25,649.83,,,,22.2,1.35,127.57,90.48,1.17,True,6,54.0,5.2,10.3,0.7,173.4,23.3,12.3,both,Beijing,primary,18522000.0,both
