city,latitude,longitude,dateTime,month_num,year,aqi_chn_mep,aqi_ind_cpcb,aqi_kor_airkorea,aqi_tha_pcd,aqi_uaqi,region_code,category,dominantPollutant,co,nh3,nmhc,no,no2,o3,pm10,pm25,so2,has_any_aqi,n_pollutants_present,clim_avg_rel_humidity_pct,clim_daily_mean_c,clim_mean_daily_max_c,clim_mean_daily_min_c,clim_mean_monthly_sunshine_hours,clim_record_high_c,clim_record_low_c,_merge,citycat_admin_name,citycat_capital,citycat_population,_merge_citycat
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 06:00:00+00:00,11,2025,,,,48.0,51.0,th,Moderate air quality,pm10,1935.59,,,,21.28,50.51,63.8,22.83,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 07:00:00+00:00,11,2025,,,,49.0,54.0,th,Moderate air quality,pm10,2001.57,,,,27.02,56.7,56.64,21.73,2.77,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 08:00:00+00:00,11,2025,,,,48.0,50.0,th,Moderate air quality,o3,1995.64,,,,26.95,62.81,60.52,17.72,6.32,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 09:00:00+00:00,11,2025,,,,48.0,50.0,th,Moderate air quality,o3,1926.11,,,,21.51,62.45,56.34,15.17,2.33,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 10:00:00+00:00,11,2025,,,,49.0,52.0,th,Moderate air quality,o3,1897.93,,,,17.45,59.81,52.78,16.04,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 11:00:00+00:00,11,2025,,,,54.0,61.0,th,Good air quality,pm10,1897.48,,,,19.66,46.17,43.55,16.86,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 12:00:00+00:00,11,2025,,,,54.0,58.0,th,Moderate air quality,pm10,1898.05,,,,42.42,32.51,49.32,17.71,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 13:00:00+00:00,11,2025,,,,49.0,59.0,th,Moderate air quality,pm10,1903.41,,,,49.01,28.06,46.83,22.75,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 14:00:00+00:00,11,2025,,,,46.0,58.0,th,Moderate air quality,pm10,561.58,,,,34.78,35.24,47.66,25.21,1.89,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 15:00:00+00:00,11,2025,,,,43.0,59.0,th,Moderate air quality,pm25,563.39,,,,33.58,28.86,45.07,25.63,1.89,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 16:00:00+00:00,11,2025,,,,43.0,57.0,th,Moderate air quality,pm10,657.38,,,,39.51,25.18,50.85,25.05,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 17:00:00+00:00,11,2025,,,,42.0,54.0,th,Moderate air quality,pm10,605.6,,,,32.93,29.88,56.41,25.58,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 18:00:00+00:00,11,2025,,,,42.0,55.0,th,Moderate air quality,pm10,585.27,,,,24.98,29.29,54.88,23.6,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 19:00:00+00:00,11,2025,,,,42.0,51.0,th,Moderate air quality,pm10,598.74,,,,26.67,24.24,64.49,23.16,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 20:00:00+00:00,11,2025,,,,42.0,54.0,th,Moderate air quality,pm10,598.75,,,,25.47,34.55,58.39,22.33,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 21:00:00+00:00,11,2025,,,,42.0,54.0,th,Moderate air quality,pm10,598.75,,,,21.15,35.13,57.99,21.83,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 22:00:00+00:00,11,2025,,,,42.0,55.0,th,Moderate air quality,pm10,595.11,,,,23.33,31.12,54.32,21.36,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-15 23:00:00+00:00,11,2025,,,,42.0,67.0,th,Good air quality,pm25,2086.53,,,,25.02,27.86,21.47,20.45,1.44,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 00:00:00+00:00,11,2025,,,,41.0,67.0,th,Good air quality,pm25,2082.67,,,,26.1,27.49,22.71,20.27,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 01:00:00+00:00,11,2025,,,,41.0,65.0,th,Good air quality,pm25,2047.71,,,,28.18,28.44,28.61,21.76,1.89,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 02:00:00+00:00,11,2025,,,,41.0,54.0,th,Moderate air quality,pm10,532.51,,,,22.4,23.59,57.33,23.47,1.44,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 03:00:00+00:00,11,2025,,,,41.0,52.0,th,Moderate air quality,pm10,578.72,,,,21.36,26.1,61.5,22.65,1.67,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 04:00:00+00:00,11,2025,,,,41.0,53.0,th,Moderate air quality,pm10,592.22,,,,19.13,30.9,59.57,19.39,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 05:00:00+00:00,11,2025,,,,40.0,52.0,th,Moderate air quality,pm10,546.34,,,,13.8,38.42,61.53,16.31,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 06:00:00+00:00,11,2025,,,,39.0,52.0,th,Moderate air quality,pm10,479.9,,,,14.99,44.78,61.5,14.02,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 07:00:00+00:00,11,2025,,,,38.0,53.0,th,Moderate air quality,pm10,469.79,,,,16.33,49.02,58.53,12.93,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 08:00:00+00:00,11,2025,,,,38.0,54.0,th,Moderate air quality,pm10,459.57,,,,14.88,52.04,56.39,12.14,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 09:00:00+00:00,11,2025,,,,37.0,59.0,th,Moderate air quality,pm10,458.09,,,,11.4,50.41,47.15,10.34,2.11,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 10:00:00+00:00,11,2025,,,,37.0,60.0,th,Good air quality,o3,466.49,,,,12.13,50.2,41.95,11.1,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 11:00:00+00:00,11,2025,,,,42.0,60.0,th,Good air quality,o3,466.57,,,,14.73,49.98,41.12,12.07,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 12:00:00+00:00,11,2025,,,,44.0,67.0,th,Good air quality,pm10,514.27,,,,16.9,37.94,37.19,15.53,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 13:00:00+00:00,11,2025,,,,45.0,64.0,th,Good air quality,pm10,543.26,,,,28.74,44.53,40.59,21.05,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 14:00:00+00:00,11,2025,,,,44.0,58.0,th,Moderate air quality,pm10,583.42,,,,23.81,37.95,49.32,19.11,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 15:00:00+00:00,11,2025,,,,41.0,62.0,th,Good air quality,pm10,566.24,,,,22.61,37.45,42.22,21.67,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 16:00:00+00:00,11,2025,,,,37.0,57.0,th,Moderate air quality,pm10,564.53,,,,22.54,32.59,51.63,18.1,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 17:00:00+00:00,11,2025,,,,34.0,59.0,th,Moderate air quality,pm10,506.27,,,,18.66,35.81,46.24,15.83,1.0,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 18:00:00+00:00,11,2025,,,,32.0,68.0,th,Good air quality,pm10,504.45,,,,14.99,31.42,35.89,15.49,1.0,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 19:00:00+00:00,11,2025,,,,31.0,64.0,th,Good air quality,pm10,512.48,,,,12.3,31.97,40.37,13.25,1.0,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 20:00:00+00:00,11,2025,,,,30.0,64.0,th,Good air quality,pm10,512.48,,,,11.21,20.27,39.77,11.28,1.0,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 21:00:00+00:00,11,2025,,,,29.0,65.0,th,Good air quality,pm10,512.93,,,,23.21,22.56,39.07,10.65,1.0,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 22:00:00+00:00,11,2025,,,,28.0,65.0,th,Good air quality,pm10,518.39,,,,17.76,24.91,38.47,13.74,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-16 23:00:00+00:00,11,2025,,,,27.0,82.0,th,Excellent air quality,pm10,502.8,,,,19.17,21.95,19.91,10.65,1.33,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 00:00:00+00:00,11,2025,,,,26.0,81.0,th,Excellent air quality,pm25,532.5,,,,19.6,22.62,21.8,12.15,1.45,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 01:00:00+00:00,11,2025,,,,25.0,73.0,th,Good air quality,pm25,578.72,,,,24.06,24.96,27.39,16.52,1.67,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 02:00:00+00:00,11,2025,,,,25.0,63.0,th,Good air quality,pm10,597.82,,,,37.63,16.89,40.74,15.68,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 03:00:00+00:00,11,2025,,,,24.0,62.0,th,Good air quality,pm10,611.91,,,,33.14,18.12,42.76,15.12,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 04:00:00+00:00,11,2025,,,,24.0,57.0,th,Moderate air quality,pm10,692.95,,,,33.78,17.27,50.54,14.43,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 05:00:00+00:00,11,2025,,,,24.0,55.0,th,Moderate air quality,pm10,701.0,,,,32.05,21.61,56.18,13.58,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 06:00:00+00:00,11,2025,,,,23.0,56.0,th,Moderate air quality,pm10,653.08,,,,28.69,24.93,53.14,11.13,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 07:00:00+00:00,11,2025,,,,23.0,57.0,th,Moderate air quality,pm10,645.01,,,,27.26,26.76,51.36,10.98,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 08:00:00+00:00,11,2025,,,,23.0,63.0,th,Good air quality,pm10,570.29,,,,18.77,33.36,40.88,10.54,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 09:00:00+00:00,11,2025,,,,23.0,62.0,th,Good air quality,pm10,564.05,,,,18.3,36.92,41.87,15.14,2.56,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 10:00:00+00:00,11,2025,,,,24.0,60.0,th,Good air quality,pm25,628.53,,,,27.22,26.72,37.32,24.75,1.45,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 11:00:00+00:00,11,2025,,,,25.0,63.0,th,Good air quality,pm10,762.54,,,,39.14,19.53,40.64,19.41,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 12:00:00+00:00,11,2025,,,,26.0,58.0,th,Moderate air quality,pm10,831.46,,,,42.55,17.03,47.56,23.0,2.11,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 13:00:00+00:00,11,2025,,,,27.0,57.0,th,Moderate air quality,pm10,832.42,,,,43.09,37.48,51.73,27.58,1.44,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 14:00:00+00:00,11,2025,,,,27.0,53.0,th,Moderate air quality,pm10,995.93,,,,53.33,5.96,59.46,23.7,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 15:00:00+00:00,11,2025,,,,27.0,53.0,th,Moderate air quality,pm10,995.91,,,,52.0,35.27,59.9,20.67,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 16:00:00+00:00,11,2025,,,,27.0,52.0,th,Moderate air quality,pm10,2287.4,,,,51.45,7.84,62.72,19.11,1.67,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 17:00:00+00:00,11,2025,,,,27.0,54.0,th,Moderate air quality,pm10,2163.39,,,,43.97,12.52,57.35,16.98,5.65,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 18:00:00+00:00,11,2025,,,,28.0,59.0,th,Moderate air quality,pm10,2101.36,,,,31.84,16.94,45.92,19.62,4.1,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 19:00:00+00:00,11,2025,,,,29.0,58.0,th,Moderate air quality,pm25,2088.05,,,,29.96,15.91,42.94,26.32,1.44,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 20:00:00+00:00,11,2025,,,,30.0,59.0,th,Moderate air quality,pm25,2088.05,,,,28.36,28.05,42.34,25.31,1.44,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 21:00:00+00:00,11,2025,,,,32.0,62.0,th,Good air quality,pm10,2085.33,,,,10.09,26.25,41.84,22.82,1.45,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 22:00:00+00:00,11,2025,,,,33.0,64.0,th,Good air quality,pm25,2082.49,,,,13.51,26.69,33.58,22.46,1.0,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-17 23:00:00+00:00,11,2025,,,,32.0,80.0,th,Excellent air quality,o3,558.7,,,,19.15,25.36,19.01,9.38,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 00:00:00+00:00,11,2025,,,,32.0,78.0,th,Good air quality,pm10,599.19,,,,27.97,16.89,24.15,10.4,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 01:00:00+00:00,11,2025,,,,32.0,75.0,th,Good air quality,no2,611.89,,,,33.24,17.43,23.77,12.71,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 02:00:00+00:00,11,2025,,,,32.0,59.0,th,Moderate air quality,pm10,2124.74,,,,44.49,8.17,46.67,15.03,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 03:00:00+00:00,11,2025,,,,32.0,58.0,th,Moderate air quality,pm10,2201.04,,,,38.49,9.08,47.39,14.1,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 04:00:00+00:00,11,2025,,,,31.0,56.0,th,Moderate air quality,pm10,2231.45,,,,35.32,12.15,51.78,12.35,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 05:00:00+00:00,11,2025,,,,31.0,54.0,th,Moderate air quality,pm10,2135.16,,,,28.49,18.84,56.44,11.04,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 06:00:00+00:00,11,2025,,,,31.0,53.0,th,Moderate air quality,pm10,2053.42,,,,25.13,20.98,59.05,10.18,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 07:00:00+00:00,11,2025,,,,31.0,56.0,th,Moderate air quality,pm10,2014.71,,,,22.33,29.02,52.4,10.67,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 08:00:00+00:00,11,2025,,,,31.0,60.0,th,Good air quality,pm10,2078.62,,,,25.16,31.46,44.09,11.04,3.88,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 09:00:00+00:00,11,2025,,,,31.0,63.0,th,Good air quality,pm10,2114.5,,,,27.96,30.43,40.71,13.42,2.33,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 10:00:00+00:00,11,2025,,,,30.0,65.0,th,Good air quality,pm10,2069.1,,,,30.25,28.93,39.29,14.54,3.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 11:00:00+00:00,11,2025,,,,30.0,59.0,th,Moderate air quality,pm10,2116.82,,,,35.63,26.26,45.23,15.95,4.55,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 12:00:00+00:00,11,2025,,,,29.0,57.0,th,Moderate air quality,pm10,2136.71,,,,38.66,24.96,49.67,16.08,4.55,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 13:00:00+00:00,11,2025,,,,28.0,58.0,th,Moderate air quality,pm10,2150.66,,,,43.75,18.1,47.52,18.8,1.67,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 14:00:00+00:00,11,2025,,,,27.0,58.0,th,Moderate air quality,pm10,2154.06,,,,45.43,7.33,48.74,18.89,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 15:00:00+00:00,11,2025,,,,27.0,55.0,th,Moderate air quality,pm10,2152.13,,,,46.56,10.79,54.79,20.41,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 16:00:00+00:00,11,2025,,,,28.0,55.0,th,Moderate air quality,pm10,2149.85,,,,38.54,16.08,54.79,21.36,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 17:00:00+00:00,11,2025,,,,28.0,55.0,th,Moderate air quality,pm10,2094.21,,,,33.98,15.58,54.84,19.77,1.22,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 18:00:00+00:00,11,2025,,,,28.0,58.0,th,Moderate air quality,pm10,585.83,,,,32.61,17.49,49.0,19.89,10.33,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 19:00:00+00:00,11,2025,,,,28.0,57.0,th,Moderate air quality,pm10,565.49,,,,21.13,21.14,49.9,24.78,4.33,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 20:00:00+00:00,11,2025,,,,27.0,59.0,th,Moderate air quality,pm10,565.49,,,,22.23,12.17,46.5,22.07,4.33,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
"Bangkok, Thailand",13.7563,100.5018,2025-11-18 21:00:00+00:00,11,2025,,,,27.0,59.0,th,Moderate air quality,pm10,560.04,,,,23.13,14.71,45.2,20.15,4.33,True,6,68.8,28.4,33.1,24.7,194.8,38.8,14.2,both,Krung Thep Maha Nakhon,primary,18007000.0,both
